order_id,restaurant_id,food_item,order_time,delivery_time,delivery_distance,order_qty,order_value,delivery_method,traffic_condition,weather_condition,delivery_time_actual,delivery_delay,route_taken,customer_id,age,gender,location,order_history,customer_rating,cuisine,restaurant_name,order_frequency,loyalty_program,food_temperature,food_freshness,packaging_quality,food_condition,customer_satisfaction,small_route,bike_friendly_route,route_type,route_efficiency,predicted_delivery_mode,traffic_avoidance,,Item,Sample Price (CAD)
ace8afB,3,Shawarma,2024-11-29,2024-11-29,5.14,4,40,Car,Low,Sunny,0,8.85,Route_2,73ec0b93-b73c-40ef-9c9e-b03c347ff7dd,24,Female,City_1,49,4,Mediterranean,Cedar & Olive,Weekly,Yes,Hot,3,3,Poor,2,FALSE,FALSE,Mixed,0.707077724,Car,No,,,
5b1908D,3,Soup,2024-04-05,2024-04-05,13.05,11,60.5,Bike,High,Snowy,0,6.18,Route_1,e38262d6-7de8-4ac8-9ecf-dc7796a2532f,23,Male,City_4,31,2,Mediterranean,Cedar & Olive,Weekly,No,Warm,2,4,Fair,2,TRUE,TRUE,Mixed,0.651451,Car,No,,,
b7ccd5J,3,Salad,2024-03-06,2024-03-06,12.4,14,119,Walk,High,Sunny,0,-8.74,Route_2,86a8f768-a622-4832-9ba7-2a659e98130d,26,Male,City_6,34,1,Mediterranean,Cedar & Olive,Weekly,No,Cold,3,3,Good,3,TRUE,TRUE,Mixed,0.808988415,Car,Yes,,,
1e916bI,3,Salad,2024-06-11,2024-06-11,6.05,8,68,Bike,Low,Sunny,0,9.65,Route_3,52a92836-9002-4da7-bcef-b913a6013af8,22,Female,City_8,23,4,Mediterranean,Cedar & Olive,Weekly,Yes,Hot,4,5,Good,1,TRUE,TRUE,Bike-friendly,0.972503547,Bike,Yes,,,
69ea5aN,3,Salad,2024-08-06,2024-08-06,10.46,22,187,Bike,Low,Rainy,0,18.84,Route_5,636a6ce4-399b-48ed-9206-cc733a42c7b4,47,Other,City_5,40,4,Mediterranean,Cedar & Olive,Weekly,Yes,Warm,1,5,Good,3,FALSE,FALSE,Car-only,0.712057469,Car,No,,,
ce2a37H,3,Salad,2024-11-30,2024-11-30,5.14,25,212.5,Car,Medium,Snowy,0,6.49,Route_2,b78141a7-c305-410c-a4aa-7d1a6ac8214c,58,Other,City_6,12,2,Mediterranean,Cedar & Olive,Weekly,No,Warm,1,2,Fair,5,FALSE,TRUE,Car-only,0.827375683,Car,Yes,,,
bb059cB,3,Shawarma,2024-08-30,2024-08-30,11.36,7,70,Walk,Low,Sunny,0,4.76,Route_1,28b2b66b-82d2-49d1-b2eb-3eb63bdf7ac9,47,Female,City_1,13,4,Mediterranean,Cedar & Olive,Weekly,Yes,Hot,1,5,Fair,2,FALSE,FALSE,Bike-friendly,0.348530671,Bike,No,,,
97950cD,3,Shawarma,2024-03-17,2024-03-17,13.64,10,100,Bike,Medium,Sunny,0,-0.11,Route_3,8a6143a2-79cf-4583-b1e3-6602766dd1d1,24,Other,City_2,42,2,Mediterranean,Cedar & Olive,Weekly,No,Warm,2,1,Fair,1,FALSE,TRUE,Car-only,0.801588072,Car,Yes,,,
b2d867P,3,Shawarma,2024-07-07,2024-07-07,4.51,10,100,Bike,Low,Rainy,0,-0.87,Route_5,d7d842ae-746a-46b0-9295-f26aea591936,40,Male,City_10,24,4,Mediterranean,Cedar & Olive,Monthly,No,Warm,2,5,Good,2,FALSE,FALSE,Bike-friendly,0.063722621,Bike,No,,,
a073d4F,3,Soup,2024-03-10,2024-03-10,3.95,17,93.5,Bike,Medium,Rainy,0,-8.49,Route_2,0611e5a5-4b96-438d-b06c-d60af516b275,27,Other,City_8,8,2,Mediterranean,Cedar & Olive,Monthly,No,Warm,3,1,Fair,2,TRUE,TRUE,Car-only,0.784107686,Bike,No,,,
34b6fdI,3,Soup,2024-06-14,2024-06-14,4.36,18,99,Bike,Medium,Sunny,0,-9.14,Route_3,06e1775d-eff7-421b-81e3-9033f49550ec,40,Female,City_10,4,4,Mediterranean,Cedar & Olive,Weekly,No,Hot,1,2,Fair,2,TRUE,TRUE,Car-only,0.208434529,Bike,No,,,
e01c77Y,3,Soup,2024-10-27,2024-10-27,7.55,9,49.5,Bike,Medium,Rainy,0,-0.46,Route_4,b4d56f46-0f15-4678-b874-6aec42b6603a,51,Male,City_5,35,4,Mediterranean,Cedar & Olive,Monthly,No,Warm,2,2,Poor,5,FALSE,FALSE,Car-only,0.368030524,Car,No,,,
dc3045Y,3,Soup,2024-07-29,2024-07-29,13.29,18,99,Bike,High,Sunny,0,5.86,Route_5,af9eb49f-80e4-4f64-a9df-89112bd320dd,35,Other,City_9,19,1,Mediterranean,Cedar & Olive,Weekly,No,Hot,2,2,Fair,2,TRUE,FALSE,Bike-friendly,0.226119311,Car,No,,,
cb9776C,3,Salad,2024-03-17,2024-03-17,4.15,3,25.5,Bike,Low,Sunny,0,18.52,Route_4,87e31aef-5c24-4faa-96c5-b4e3b1fe6b04,41,Other,City_10,47,1,Mediterranean,Cedar & Olive,Monthly,No,Warm,2,2,Good,2,FALSE,FALSE,Mixed,0.174100308,Car,No,,,
b69cc5R,3,Salad,2024-08-07,2024-08-07,8.71,12,102,Car,Low,Rainy,0,17.23,Route_1,5de10c20-e334-4640-9bb8-834d54ace7ba,25,Other,City_1,18,1,Mediterranean,Cedar & Olive,Weekly,No,Hot,4,5,Good,3,FALSE,FALSE,Car-only,0.979913099,Car,Yes,,,
4cbda4R,3,Shawarma,2024-04-28,2024-04-28,10.77,7,70,Bike,Low,Snowy,0,-4.78,Route_2,1736a27d-6ce8-43d0-b4a3-aea3e8c49f49,45,Other,City_6,28,2,Mediterranean,Cedar & Olive,Weekly,Yes,Hot,4,2,Poor,1,FALSE,FALSE,Mixed,0.217101711,Bike,No,,,
3a487eE,3,Soup,2024-12-01,2024-12-01,13.06,15,82.5,Walk,Medium,Sunny,0,9.47,Route_2,44ea53c6-0f58-4894-91ed-e688013c37a6,57,Female,City_10,12,3,Mediterranean,Cedar & Olive,Monthly,No,Hot,5,5,Good,1,TRUE,FALSE,Mixed,0.052520401,Car,No,,,
bf49a0H,3,Soup,2024-11-18,2024-11-18,9.89,19,104.5,Bike,Medium,Rainy,0,-6.93,Route_3,748dd112-d0da-4895-a094-563fc4f824d3,27,Male,City_1,22,3,Mediterranean,Cedar & Olive,Weekly,No,Hot,2,2,Poor,1,FALSE,TRUE,Bike-friendly,0.426222285,Bike,No,,,
745498U,3,Salad,2024-08-24,2024-08-24,3.59,23,195.5,Car,High,Rainy,0,16.14,Route_4,d140889b-749c-4916-a72d-579f1fe289ae,24,Female,City_3,6,1,Mediterranean,Cedar & Olive,Weekly,Yes,Hot,2,3,Good,5,TRUE,TRUE,Bike-friendly,0.406300944,Car,No,,,
fe6f8bM,3,Shawarma,2024-04-03,2024-04-03,13.62,23,230,Car,Medium,Sunny,0,-8.65,Route_2,c310e18a-d456-4960-a1c3-67589e336082,25,Other,City_6,11,1,Mediterranean,Cedar & Olive,Monthly,Yes,Hot,1,5,Good,1,FALSE,TRUE,Mixed,0.074889206,Car,No,,,
6b3926B,3,Soup,2024-05-29,2024-05-29,12.92,10,55,Walk,High,Snowy,0,2,Route_5,0b8d85b8-cd40-4c0d-a6ed-c55a29772bd6,36,Female,City_2,3,1,Mediterranean,Cedar & Olive,Monthly,No,Hot,1,3,Good,4,FALSE,TRUE,Mixed,0.41497099,Car,No,,,
4c1432N,3,Soup,2024-05-29,2024-05-29,9.36,3,16.5,Walk,Medium,Rainy,0,3.07,Route_4,13388a18-4ae3-4e18-b55a-cab95d37a7e6,20,Other,City_7,6,2,Mediterranean,Cedar & Olive,Monthly,Yes,Warm,1,5,Fair,3,FALSE,FALSE,Car-only,0.557434561,Car,No,,,
69ff3aY,3,Salad,2024-09-27,2024-09-27,14.71,5,42.5,Car,High,Sunny,0,-2.76,Route_1,df28a605-7267-4d35-aa31-1773fb075833,29,Female,City_2,17,4,Mediterranean,Cedar & Olive,Monthly,Yes,Warm,5,5,Poor,5,FALSE,FALSE,Car-only,0.992165468,Car,Yes,,,
eca2d1S,3,Salad,2024-02-04,2024-02-04,11.42,18,153,Car,Low,Rainy,0,0.4,Route_1,d376c6cd-0234-47f3-8bae-936c4c3fc28b,56,Other,City_5,5,2,Mediterranean,Cedar & Olive,Weekly,No,Cold,4,5,Good,2,FALSE,FALSE,Bike-friendly,0.798952258,Car,No,,,
a5aa4dO,3,Salad,2024-08-23,2024-08-23,9.15,20,170,Walk,Low,Rainy,0,-0.92,Route_2,ed325d24-0243-4aae-8b27-c08b304213cc,49,Male,City_9,12,3,Mediterranean,Cedar & Olive,Monthly,Yes,Warm,5,3,Poor,3,TRUE,FALSE,Car-only,0.740158348,Car,No,,,
7d0e45B,3,Shawarma,2024-03-21,2024-03-21,6.09,6,60,Car,Low,Sunny,0,-7.99,Route_1,8f0bd147-d014-4923-9325-a003a4fd6c48,23,Other,City_9,13,2,Mediterranean,Cedar & Olive,Weekly,Yes,Warm,3,4,Good,3,FALSE,TRUE,Mixed,0.309581296,Car,No,,,
526fecO,3,Shawarma,2024-06-10,2024-06-10,3.12,5,50,Bike,High,Snowy,0,18.74,Route_4,a803260c-0db8-4edc-bb39-362c8b30cd8a,28,Other,City_7,39,1,Mediterranean,Cedar & Olive,Monthly,No,Hot,2,5,Good,5,FALSE,TRUE,Bike-friendly,0.282839844,Car,No,,,
76ec9cV,3,Soup,2024-03-25,2024-03-25,3.05,3,16.5,Walk,Medium,Sunny,0,-7.06,Route_2,531907cb-abfd-40cd-b0c7-1ce963933543,41,Female,City_10,45,2,Mediterranean,Cedar & Olive,Monthly,No,Cold,1,5,Poor,2,TRUE,FALSE,Car-only,0.694292415,Car,No,,,
618a3dS,3,Soup,2024-05-25,2024-05-25,9.72,13,71.5,Walk,Medium,Snowy,0,13.74,Route_3,8f5bb62c-7da6-44a9-aa12-e70d8b5b623f,27,Female,City_8,23,1,Mediterranean,Cedar & Olive,Monthly,No,Hot,3,4,Poor,2,FALSE,TRUE,Mixed,0.706056551,Car,No,,,
a9e6edU,3,Salad,2024-04-03,2024-04-03,12.67,19,161.5,Bike,Medium,Snowy,0,-1.73,Route_3,5aa38a05-6e9e-4650-989c-06b8c2342844,39,Other,City_7,48,3,Mediterranean,Cedar & Olive,Monthly,Yes,Warm,1,3,Poor,4,TRUE,TRUE,Car-only,0.130882223,Bike,No,,,
c28e6bI,3,Shawarma,2024-07-26,2024-07-26,4.63,20,200,Car,Low,Rainy,0,-4.26,Route_1,39af1482-09a2-4f91-9b88-e55074ffb53d,46,Male,City_5,7,3,Mediterranean,Cedar & Olive,Monthly,Yes,Warm,1,4,Good,3,TRUE,TRUE,Bike-friendly,0.208660675,Bike,No,,,
7a6e6bT,3,Salad,2024-06-17,2024-06-17,4.75,23,195.5,Walk,Low,Snowy,0,10.34,Route_5,637eb54c-ebc9-4235-82f0-929bca405d8e,22,Other,City_6,24,3,Mediterranean,Cedar & Olive,Weekly,No,Warm,4,2,Poor,4,FALSE,TRUE,Mixed,0.21845036,Car,No,,,
9d9ef5Z,3,Salad,2024-11-15,2024-11-15,8.78,19,161.5,Car,Low,Snowy,0,19.92,Route_1,056a0db3-c175-45e8-bda3-ba8e2e4f49aa,55,Female,City_8,36,1,Mediterranean,Cedar & Olive,Weekly,No,Cold,1,3,Fair,3,FALSE,TRUE,Bike-friendly,0.650430685,Bike,No,,,
c076d5F,3,Shawarma,2024-11-23,2024-11-23,13.7,19,190,Car,Medium,Rainy,0,-0.81,Route_4,5c00a618-6767-458e-9ca0-9e5ef33545f3,55,Male,City_6,2,5,Mediterranean,Cedar & Olive,Monthly,No,Cold,1,5,Poor,1,TRUE,TRUE,Car-only,0.067905516,Bike,No,,,
7357a8S,3,Shawarma,2024-01-15,2024-01-15,13.05,20,200,Walk,High,Snowy,0,15.03,Route_3,eb9762b2-835d-4a23-a21a-3621777ff25c,27,Other,City_4,15,2,Mediterranean,Cedar & Olive,Weekly,No,Hot,1,1,Good,3,TRUE,TRUE,Mixed,0.74628532,Car,No,,,
6a4025K,3,Soup,2024-01-12,2024-01-12,6.78,22,121,Bike,High,Snowy,0,-4.32,Route_3,1b6c2d9c-c070-4ad4-8b03-2e228c3e3868,26,Male,City_10,4,4,Mediterranean,Cedar & Olive,Weekly,No,Warm,1,2,Good,3,TRUE,FALSE,Bike-friendly,0.915918197,Car,Yes,,,
0ec38dC,3,Soup,2024-10-03,2024-10-03,8.11,12,66,Car,Low,Snowy,0,9.29,Route_4,e71c412d-bf58-4a80-8d8d-1ba03ccfa458,27,Other,City_2,16,2,Mediterranean,Cedar & Olive,Monthly,No,Warm,4,4,Fair,4,TRUE,TRUE,Bike-friendly,0.021427555,Bike,No,,,
2a77b5T,3,Salad,2024-06-29,2024-06-29,8.95,13,110.5,Walk,High,Rainy,0,-3.17,Route_4,8000827a-4925-4bd9-ba30-28018d94ab0c,45,Other,City_1,12,5,Mediterranean,Cedar & Olive,Weekly,No,Hot,3,1,Good,2,TRUE,FALSE,Mixed,0.849617415,Car,Yes,,,
c0d05fU,3,Salad,2024-08-23,2024-08-23,2.89,21,178.5,Bike,High,Snowy,0,4.31,Route_3,5308ca78-74b4-4de1-8b20-1481249c07cc,29,Female,City_9,13,1,Mediterranean,Cedar & Olive,Monthly,No,Cold,5,1,Fair,1,FALSE,FALSE,Car-only,0.488525647,Car,No,,,
9977f3D,3,Salad,2024-10-30,2024-10-30,3.93,20,170,Car,Low,Snowy,0,4.34,Route_5,e380e3a5-b4c3-4db5-a63d-5e137dc697ac,42,Female,City_6,44,4,Mediterranean,Cedar & Olive,Monthly,No,Cold,3,1,Fair,2,TRUE,TRUE,Car-only,0.693498187,Bike,No,,,
80f2dcU,3,Shawarma,2024-06-09,2024-06-09,8.67,13,130,Car,Medium,Sunny,0,15.54,Route_5,8ba3b8df-c3e9-49d4-855e-8afb3dc4ce40,18,Female,City_6,38,1,Mediterranean,Cedar & Olive,Monthly,No,Cold,1,5,Good,2,FALSE,TRUE,Bike-friendly,0.067123075,Bike,No,,,
68d3adL,3,Soup,2024-05-13,2024-05-13,9.34,8,44,Car,High,Rainy,0,16.64,Route_1,2289b8b7-6a4b-4cf4-b5fb-86e7df1e99e0,41,Other,City_3,17,3,Mediterranean,Cedar & Olive,Monthly,No,Hot,5,1,Poor,5,TRUE,FALSE,Bike-friendly,0.378753646,Car,No,,,
d75f81Y,3,Soup,2024-02-16,2024-02-16,8.2,12,66,Bike,High,Snowy,0,-2.82,Route_4,26b9e211-fdc8-45e9-9812-275e1a4b88f8,56,Male,City_3,44,5,Mediterranean,Cedar & Olive,Weekly,Yes,Hot,4,4,Fair,3,FALSE,FALSE,Bike-friendly,0.696995665,Car,No,,,
53691dL,3,Soup,2024-07-25,2024-07-25,7.41,14,77,Walk,Medium,Sunny,0,-4.29,Route_2,8816e362-275c-4d05-9044-e505973bde20,20,Other,City_3,22,5,Mediterranean,Cedar & Olive,Monthly,No,Warm,2,5,Fair,4,TRUE,FALSE,Car-only,0.243264953,Car,No,,,
94acd1J,3,Soup,2024-02-04,2024-02-04,13.62,9,49.5,Bike,High,Snowy,0,6.31,Route_4,17b1159a-303a-4dc2-9501-abff5f6a8b09,52,Male,City_8,48,1,Mediterranean,Cedar & Olive,Weekly,No,Warm,3,3,Good,3,TRUE,FALSE,Mixed,0.926133778,Car,Yes,,,
bde05fP,3,Soup,2024-07-22,2024-07-22,3.78,9,49.5,Walk,Low,Snowy,0,1.59,Route_5,f6d2b513-d1a9-4638-a044-6e123b600b5f,60,Other,City_6,31,1,Mediterranean,Cedar & Olive,Weekly,No,Hot,4,4,Good,1,TRUE,TRUE,Mixed,0.498736491,Bike,No,,,
d8fde5H,3,Salad,2024-10-14,2024-10-14,10.24,7,59.5,Walk,Low,Rainy,0,13.94,Route_1,c28ce756-14d4-46ce-ae00-085f069c4327,37,Male,City_6,21,4,Mediterranean,Cedar & Olive,Monthly,No,Cold,2,4,Fair,5,FALSE,FALSE,Car-only,0.951058344,Car,Yes,,,
003edfQ,3,Shawarma,2024-06-08,2024-06-08,7.74,13,130,Car,Low,Rainy,0,-1.55,Route_2,ce20db63-f44f-4b0e-b7a3-e6b1d39a6f0c,52,Female,City_5,28,1,Mediterranean,Cedar & Olive,Weekly,No,Hot,1,2,Good,5,TRUE,TRUE,Mixed,0.082949555,Bike,No,,,
8f7d54W,3,Soup,2024-05-14,2024-05-14,14.1,21,115.5,Walk,Low,Rainy,0,15.86,Route_5,7d2a07db-e39c-4097-97ac-0ddbb2bfdc81,24,Female,City_8,12,1,Mediterranean,Cedar & Olive,Weekly,Yes,Warm,3,3,Poor,1,TRUE,TRUE,Bike-friendly,0.918792051,Bike,Yes,,,
e4f631F,3,Soup,2024-03-27,2024-03-27,4.3,21,115.5,Bike,Low,Sunny,0,2.24,Route_1,9fc077ef-db75-4d42-ac91-2f5321f8c2db,36,Female,City_6,33,3,Mediterranean,Cedar & Olive,Monthly,No,Cold,5,3,Fair,1,TRUE,TRUE,Mixed,0.809770936,Bike,Yes,,,
25e1ebL,3,Soup,2024-05-08,2024-05-08,2.86,17,93.5,Walk,High,Rainy,0,-8.22,Route_1,d999bf5c-e429-40bc-b757-4132ba5adcfe,43,Male,City_7,24,5,Mediterranean,Cedar & Olive,Weekly,Yes,Warm,2,3,Good,3,TRUE,FALSE,Bike-friendly,0.387201841,Car,No,,,
aa3ffdL,3,Salad,2024-01-31,2024-01-31,7.17,21,178.5,Bike,Low,Sunny,0,10.01,Route_4,f7525737-896d-4b8d-8bc3-9e8a2e3f3f64,51,Male,City_10,7,3,Mediterranean,Cedar & Olive,Weekly,No,Cold,5,3,Good,2,TRUE,TRUE,Car-only,0.636345983,Bike,No,,,
8f89b4R,3,Shawarma,2024-05-11,2024-05-11,7.51,13,130,Car,Low,Sunny,0,0.89,Route_3,ce419b55-000b-478a-96dc-650b85c1d164,55,Female,City_8,40,5,Mediterranean,Cedar & Olive,Weekly,No,Cold,3,4,Good,5,FALSE,FALSE,Bike-friendly,0.95425518,Car,Yes,,,
16f2daS,3,Shawarma,2024-03-11,2024-03-11,3.37,25,250,Car,Medium,Rainy,0,19.47,Route_5,1b74d4a9-fa62-47c1-abee-e7ab354fec40,60,Male,City_2,12,3,Mediterranean,Cedar & Olive,Monthly,Yes,Hot,4,2,Fair,4,FALSE,FALSE,Bike-friendly,0.485905969,Car,No,,,
a6fe1cB,3,Soup,2024-04-14,2024-04-14,14.25,25,137.5,Bike,Medium,Rainy,0,-1.09,Route_4,6f62c6a0-c61b-412e-89bf-80728aaa02f1,45,Female,City_8,40,2,Mediterranean,Cedar & Olive,Monthly,Yes,Cold,5,4,Good,4,FALSE,FALSE,Mixed,0.031603416,Bike,No,,,
2d88e5V,3,Shawarma,2024-11-08,2024-11-08,14.72,23,230,Walk,Low,Sunny,0,16.63,Route_1,19210335-8a7b-476a-bb6a-7f30694dade9,20,Female,City_3,11,5,Mediterranean,Cedar & Olive,Weekly,Yes,Hot,3,3,Fair,1,FALSE,TRUE,Bike-friendly,0.83161,Car,Yes,,,
9d82d5B,3,Shawarma,2024-07-22,2024-07-22,11.87,13,130,Bike,High,Snowy,0,-7.22,Route_4,30d0c81e-84cf-4f80-9552-2a2cd7f9a751,19,Other,City_6,16,1,Mediterranean,Cedar & Olive,Weekly,Yes,Warm,1,4,Poor,4,TRUE,FALSE,Car-only,0.182420729,Car,No,,,
54fd21B,3,Salad,2024-04-07,2024-04-07,8.56,14,119,Bike,Low,Rainy,0,3.77,Route_3,175e8c65-3d1e-4519-9ba7-a7bc6096916d,40,Female,City_4,20,3,Mediterranean,Cedar & Olive,Monthly,No,Hot,5,3,Poor,1,FALSE,FALSE,Car-only,0.835407735,Car,Yes,,,
d13a3eB,3,Salad,2024-04-19,2024-04-19,4.35,19,161.5,Car,High,Snowy,0,8.66,Route_3,f81d55e4-7dff-4978-ae67-49334cff1815,27,Female,City_10,10,5,Mediterranean,Cedar & Olive,Weekly,Yes,Warm,3,4,Fair,3,FALSE,TRUE,Mixed,0.603327048,Car,No,,,
27e7adJ,3,Shawarma,2024-11-18,2024-11-18,3.36,7,70,Walk,Medium,Sunny,0,-6.12,Route_5,a5cbb890-cdf1-4b80-bd01-df70247eebf7,56,Male,City_1,6,4,Mediterranean,Cedar & Olive,Monthly,No,Hot,3,2,Good,1,TRUE,FALSE,Bike-friendly,0.319373358,Car,No,,,
2919b5R,3,Shawarma,2024-09-18,2024-09-18,10.17,13,130,Car,Low,Sunny,0,0.42,Route_3,6c613759-9fde-4f18-bb6e-f426350ca60b,25,Other,City_10,36,4,Mediterranean,Cedar & Olive,Monthly,Yes,Hot,1,3,Poor,3,FALSE,FALSE,Mixed,0.910875469,Car,Yes,,,
7712d8L,3,Shawarma,2024-03-08,2024-03-08,9.37,14,140,Walk,Medium,Snowy,0,11.5,Route_2,a2cdbbd3-e6a4-4128-b486-840f3eb8c635,22,Other,City_2,28,2,Mediterranean,Cedar & Olive,Weekly,Yes,Warm,2,3,Fair,4,FALSE,FALSE,Car-only,0.366656302,Car,No,,,
6769a7Y,3,Soup,2024-08-05,2024-08-05,9.55,7,38.5,Car,High,Rainy,0,11.62,Route_3,507ef946-75f5-4a33-b698-4e203751761d,45,Other,City_4,48,1,Mediterranean,Cedar & Olive,Monthly,No,Hot,1,1,Fair,2,FALSE,FALSE,Bike-friendly,0.214271845,Car,No,,,
07e4acS,3,Soup,2024-10-28,2024-10-28,10.22,24,132,Car,Low,Snowy,0,12.36,Route_4,bc470be0-5351-4d1c-acd2-fc6141af6b98,43,Other,City_10,26,4,Mediterranean,Cedar & Olive,Weekly,No,Hot,3,4,Poor,2,FALSE,TRUE,Mixed,0.853357122,Bike,Yes,,,
46a782M,3,Salad,2024-12-12,2024-12-12,9.05,2,17,Bike,High,Snowy,0,-9.56,Route_2,e45488ea-9a84-4d7f-b2aa-c95a25c8bfe2,37,Male,City_1,17,3,Mediterranean,Cedar & Olive,Weekly,No,Hot,2,3,Good,5,FALSE,FALSE,Bike-friendly,0.857183375,Car,Yes,,,
ac30e0N,3,Shawarma,2024-01-28,2024-01-28,7.65,11,110,Bike,Low,Snowy,0,5.26,Route_3,679b9c94-27b7-4694-acd4-3d5e997da700,46,Female,City_9,36,3,Mediterranean,Cedar & Olive,Weekly,Yes,Hot,1,5,Fair,3,FALSE,TRUE,Mixed,0.15833149,Bike,No,,,
837493B,3,Soup,2024-04-06,2024-04-06,2.21,16,88,Bike,Medium,Sunny,0,-3.81,Route_4,19b0facb-a3fc-4fcd-bafa-042783784dda,23,Female,City_6,47,1,Mediterranean,Cedar & Olive,Monthly,No,Hot,1,2,Poor,5,TRUE,FALSE,Bike-friendly,0.800196594,Car,Yes,,,
a688beW,3,Soup,2024-07-15,2024-07-15,13.43,3,16.5,Walk,Medium,Sunny,0,-2.59,Route_4,861e0f6d-b7ca-4284-b7ea-e4d995fbba1d,44,Female,City_3,34,5,Mediterranean,Cedar & Olive,Weekly,Yes,Hot,1,4,Fair,4,TRUE,TRUE,Bike-friendly,0.855625746,Bike,Yes,,,
5444b6J,3,Salad,2024-07-14,2024-07-14,5.03,21,178.5,Car,High,Snowy,0,-6.16,Route_3,2ac241a4-e062-424c-918a-282430ec319d,52,Male,City_1,7,5,Mediterranean,Cedar & Olive,Weekly,Yes,Hot,1,5,Good,5,TRUE,FALSE,Mixed,0.44318831,Car,No,,,
ead110N,3,Salad,2024-07-05,2024-07-05,8.97,3,25.5,Walk,Low,Rainy,0,2.88,Route_4,7c6a8e07-211c-4ab0-a56e-5ee24e8b9ba1,47,Other,City_7,11,3,Mediterranean,Cedar & Olive,Weekly,Yes,Cold,5,2,Good,1,FALSE,TRUE,Bike-friendly,0.808678115,Bike,Yes,,,
fda40bF,3,Salad,2024-11-26,2024-11-26,9.98,21,178.5,Car,High,Snowy,0,-4.93,Route_5,08093db4-88d4-45f0-bfdf-c442c784e1fd,51,Male,City_1,40,3,Mediterranean,Cedar & Olive,Monthly,No,Cold,1,2,Good,2,TRUE,TRUE,Bike-friendly,0.012441212,Car,No,,,
563a7bW,3,Salad,2024-06-29,2024-06-29,9.14,16,136,Walk,Medium,Snowy,0,2.1,Route_3,0235e811-7da4-4815-b6d4-07a1e4f166aa,18,Other,City_2,3,2,Mediterranean,Cedar & Olive,Weekly,Yes,Cold,3,1,Poor,3,FALSE,TRUE,Mixed,0.73250557,Car,No,,,
f49601F,3,Shawarma,2024-05-29,2024-05-29,9.01,23,230,Car,Low,Snowy,0,2.92,Route_5,fd04d06e-5168-47f2-9e02-b8570fc02c2d,36,Other,City_6,42,3,Mediterranean,Cedar & Olive,Weekly,Yes,Warm,5,3,Good,4,TRUE,FALSE,Car-only,0.192127752,Car,No,,,
a98736P,3,Shawarma,2024-01-16,2024-01-16,14.44,7,70,Walk,High,Rainy,0,11.4,Route_5,46409399-53f5-4969-89f0-9874a80611d8,44,Male,City_9,22,3,Mediterranean,Cedar & Olive,Weekly,No,Cold,4,5,Fair,5,TRUE,TRUE,Bike-friendly,0.296538122,Car,No,,,
527a42A,3,Soup,2024-04-07,2024-04-07,14.5,11,60.5,Car,High,Rainy,0,-8.07,Route_5,0f81a111-fa92-407c-9686-b327edb08f11,47,Other,City_6,26,1,Mediterranean,Cedar & Olive,Weekly,Yes,Warm,3,4,Fair,3,TRUE,TRUE,Bike-friendly,0.752108255,Car,No,,,
914723R,3,Soup,2024-11-11,2024-11-11,7.3,3,16.5,Walk,Low,Snowy,0,2.51,Route_2,d6583125-d231-4305-9e8f-67590d9728f4,36,Other,City_5,14,4,Mediterranean,Cedar & Olive,Monthly,No,Warm,4,5,Good,1,TRUE,FALSE,Bike-friendly,0.836202501,Car,Yes,,,
59e33bP,3,Soup,2024-08-26,2024-08-26,2.57,5,27.5,Car,Medium,Snowy,0,18.71,Route_2,74c3c079-0adf-4b2b-897d-c9fea820c021,32,Male,City_3,17,2,Mediterranean,Cedar & Olive,Monthly,No,Cold,2,1,Fair,1,TRUE,FALSE,Car-only,0.886375025,Car,Yes,,,
b77b53H,3,Salad,2024-09-11,2024-09-11,5.07,4,34,Walk,Medium,Snowy,0,15.74,Route_4,60d97b65-d097-4d19-afaa-511f45743e5f,37,Female,City_2,33,4,Mediterranean,Cedar & Olive,Monthly,Yes,Cold,2,5,Fair,1,TRUE,TRUE,Bike-friendly,0.733758972,Bike,No,,,
d65b24D,3,Salad,2024-09-24,2024-09-24,2.35,6,51,Bike,Low,Rainy,0,2,Route_2,b6e65082-b623-49d9-9c1d-6455b1d723ef,36,Female,City_9,32,1,Mediterranean,Cedar & Olive,Weekly,No,Cold,2,5,Poor,3,FALSE,FALSE,Car-only,0.221134739,Car,No,,,
b59229C,3,Salad,2024-02-16,2024-02-16,14.62,16,136,Car,Low,Sunny,0,1.48,Route_1,398250f9-e1f2-4fa6-9d69-cc7fe8be9c34,39,Female,City_3,34,2,Mediterranean,Cedar & Olive,Weekly,Yes,Warm,3,5,Poor,3,FALSE,TRUE,Car-only,0.287135378,Car,No,,,
beef23F,3,Shawarma,2024-11-21,2024-11-21,7.7,16,160,Bike,High,Snowy,0,-0.21,Route_5,aca5d1d2-9d5e-4ecb-bdae-946151503688,28,Other,City_8,32,5,Mediterranean,Cedar & Olive,Monthly,Yes,Cold,2,1,Fair,4,FALSE,FALSE,Mixed,0.374649758,Car,No,,,
925a0aM,3,Shawarma,2024-03-25,2024-03-25,7.43,7,70,Bike,Medium,Sunny,0,6.43,Route_3,bde94e56-4fe8-41f1-9b10-44407b3ad655,24,Female,City_2,29,2,Mediterranean,Cedar & Olive,Weekly,No,Warm,4,4,Good,1,FALSE,TRUE,Bike-friendly,0.962061412,Car,Yes,,,
